tag,citation,expmm,expyy,make,state,location,violCode,Description,violFine,violDate,balance,penaltyDate,openFine,openPenalty,noticeDate,ImportDate
50454B,13839832,06,13,BUIC,MD,3800 BLOCK OF GREENSPRING AVE,32,Fixed Speed Camera,$40.00,07/04/2012 03:54:00 PM,$40.00,,$40.00,$0.00,09/18/2012,05/07/2013 05:41:00 PM +0000
50493B,13844337,10,13,CHEV,MD,1400 COLD SPRING LANE W/B,32,Fixed Speed Camera,$40.00,07/04/2012 05:17:00 PM,$40.00,,$40.00,$0.00,09/18/2012,05/07/2013 05:41:00 PM +0000
50964M2,13840350,06,14,KIA,MD,1400 MADISON ST W/B,32,Fixed Speed Camera,$40.00,07/04/2012 04:03:00 PM,$40.00,,$40.00,$0.00,09/18/2012,05/07/2013 05:41:00 PM +0000
51001B,13818166,09,12,OLDS,MD,1400 MADISON ST W/B,32,Fixed Speed Camera,$40.00,07/04/2012 08:49:00 AM,$40.00,,$40.00,$0.00,09/18/2012,05/07/2013 05:41:00 PM +0000
51225B,13838115,08,13,FORD,MD,7200 HARFORD ROAD N/B,32,Fixed Speed Camera,$40.00,07/04/2012 03:18:00 PM,$40.00,,$40.00,$0.00,08/28/2012,05/07/2013 05:41:00 PM +0000
52195B,13836432,11,13,LINC,MD,100 NORTH AVE. W/B,32,Fixed Speed Camera,$40.00,07/04/2012 01:57:00 PM,$40.00,,$40.00,$0.00,09/18/2012,05/07/2013 05:41:00 PM +0000
52571B,13838495,01,14,DODG,MD,2800 BLOCK OF LOCH RAVEN BLVD,32,Fixed Speed Camera,$40.00,07/04/2012 03:25:00 PM,$40.00,,$40.00,$0.00,09/18/2012,05/07/2013 05:41:00 PM +0000
52669M0,13826227,03,14,BUIC,MD,2600 BLOCK OF GWYNNS FALLS PKW,32,Fixed Speed Camera,$40.00,07/04/2012 01:39:00 PM,$40.00,,$40.00,$0.00,08/28/2012,05/07/2013 05:41:00 PM +0000
52897B,13850789,04,14,FORD,MD,2600 BLOCK OF GWYNNS FALLS PKW,32,Fixed Speed Camera,$40.00,07/04/2012 07:54:00 PM,$40.00,,$40.00,$0.00,09/18/2012,05/07/2013 05:41:00 PM +0000
52898B,13836481,04,14,DODG,MD,200 NORTHERN PARKWAY W/B,32,Fixed Speed Camera,$40.00,07/04/2012 02:08:00 PM,$40.00,,$40.00,$0.00,09/18/2012,05/07/2013 05:41:00 PM +0000
529M186,13815907,09,12,CHEV,MD,1400 MADISON ST W/B,32,Fixed Speed Camera,$40.00,07/04/2012 06:45:00 AM,$40.00,,$40.00,$0.00,09/18/2012,05/07/2013 05:41:00 PM +0000
53655M3,13840822,10,13,BMW,MD,2200 NORTHERN PARKWAY W/B,32,Fixed Speed Camera,$40.00,07/04/2012 04:15:00 PM,$40.00,,$40.00,$0.00,09/18/2012,05/07/2013 05:41:00 PM +0000
53769B,13824909,06,14,PONT,MD,1101 CATON AVE N/B,32,Fixed Speed Camera,$40.00,07/04/2012 01:03:00 PM,$40.00,,$40.00,$0.00,09/18/2012,05/07/2013 05:41:00 PM +0000
54410M6,13824834,04,14,JEEP,MD,1200 BLOCK OF E NORTHERN PKWY,32,Fixed Speed Camera,$40.00,07/04/2012 01:01:00 PM,$40.00,,$40.00,$0.00,,05/07/2013 05:41:00 PM +0000
55692M1,58065293,11,13,FORD,MD,EDMONSON EB @ ATHOL,30,Red Light Violation,$75.00,07/04/2012 08:13:00 PM,$75.00,,$75.00,$0.00,09/18/2012,05/07/2013 05:41:00 PM +0000
55872M9,13837117,03,14,HOND,MD,5800 WALTHER AVE S/B,32,Fixed Speed Camera,$40.00,07/04/2012 02:56:00 PM,$40.00,,$40.00,$0.00,09/18/2012,05/07/2013 05:41:00 PM +0000
57444M2,13824602,06,12,FORD,MD,2600 BLOCK OF GWYNNS FALLS PKW,32,Fixed Speed Camera,$40.00,07/04/2012 12:54:00 PM,$40.00,,$40.00,$0.00,08/28/2012,05/07/2013 05:41:00 PM +0000
57483Z,13819255,01,14,VOLV,MD,2600 BLOCK OF GWYNNS FALLS PKW,32,Fixed Speed Camera,$40.00,07/04/2012 09:35:00 AM,$40.00,,$40.00,$0.00,09/18/2012,05/07/2013 05:41:00 PM +0000
06555M7,13835657,05,13,GMC,MD,3800 BLOCK OF POTEE ST S/B,32,Fixed Speed Camera,$40.00,07/04/2012 10:26:00 AM,$40.00,,$40.00,$0.00,08/28/2012,05/07/2013 05:41:00 PM +0000
1AL0680,13848239,09,13,CHEV,MD,1101 CATON AVE N/B,32,Fixed Speed Camera,$40.00,07/04/2012 06:47:00 PM,$40.00,,$40.00,$0.00,09/18/2012,05/07/2013 05:41:00 PM +0000
1AK3826,13818430,08,13,CHEV,MD,1400 MADISON ST W/B,32,Fixed Speed Camera,$40.00,07/04/2012 09:01:00 AM,$40.00,,$40.00,$0.00,09/18/2012,05/07/2013 05:41:00 PM +0000
58461HV,13850326,09,12,BUIC,MD,5400 BLOCK OF WABASH AVE S/B,32,Fixed Speed Camera,$40.00,07/04/2012 07:41:00 PM,$40.00,,$40.00,$0.00,09/18/2012,05/07/2013 05:41:00 PM +0000
5AA9869,13847785,10,12,INFI,MD,2600 BLOCK OF GWYNNS FALLS PKW,32,Fixed Speed Camera,$40.00,07/04/2012 06:39:00 PM,$40.00,,$40.00,$0.00,08/28/2012,05/07/2013 05:41:00 PM +0000
5AB3013,13824628,10,12,FORD,MD,1400 COLD SPRING LANE W/B,32,Fixed Speed Camera,$40.00,07/04/2012 12:55:00 PM,$40.00,,$40.00,$0.00,09/18/2012,05/07/2013 05:41:00 PM +0000
5AB9395,13818943,08,12,HOND,MD,2600 BLOCK OF GWYNNS FALLS PKW,32,Fixed Speed Camera,$40.00,07/04/2012 09:23:00 AM,$40.00,,$40.00,$0.00,08/28/2012,05/07/2013 05:41:00 PM +0000
5AC0062,13837174,10,12,DODG,MD,7200 HARFORD ROAD N/B,32,Fixed Speed Camera,$40.00,07/04/2012 02:58:00 PM,$40.00,,$40.00,$0.00,09/18/2012,05/07/2013 05:41:00 PM +0000
5AC0962,13817572,11,12,TOYT,MD,300 MLK JR. BOULEVARD S/B,32,Fixed Speed Camera,$40.00,07/04/2012 08:16:00 AM,$40.00,,$40.00,$0.00,09/18/2012,05/07/2013 05:41:00 PM +0000
5AC8046,13839626,11,12,HOND,MD,2200 COLD SPRING LANE E/B,32,Fixed Speed Camera,$40.00,07/04/2012 03:49:00 PM,$40.00,,$40.00,$0.00,09/18/2012,05/07/2013 05:41:00 PM +0000
5AD6131,13825997,11,13,BMW,MD,2200 NORTHERN PARKWAY W/B,32,Fixed Speed Camera,$40.00,07/04/2012 01:33:00 PM,$40.00,,$40.00,$0.00,08/28/2012,05/07/2013 05:41:00 PM +0000
5AD7378,13839923,,0,MERC,MD,5400 BLOCK OF WABASH AVE N/B,32,Fixed Speed Camera,$40.00,07/04/2012 03:55:00 PM,$40.00,,$40.00,$0.00,,05/07/2013 05:41:00 PM +0000
5AD7397,13849013,04,13,OLDS,MD,100 NORTH AVE. W/B,32,Fixed Speed Camera,$40.00,07/04/2012 07:05:00 PM,$40.00,,$40.00,$0.00,09/18/2012,05/07/2013 05:41:00 PM +0000
5AD7541,13847280,12,12,DODG,MD,100 NORTH AVE. W/B,32,Fixed Speed Camera,$40.00,07/04/2012 06:27:00 PM,$40.00,,$40.00,$0.00,08/28/2012,05/07/2013 05:41:00 PM +0000
5AE7394,58062548,01,13,MNNI,MD,RUSSELL SB @ BAYARD,30,Red Light Violation,$75.00,07/04/2012 12:32:00 PM,$75.00,,$75.00,$0.00,09/18/2012,05/07/2013 05:41:00 PM +0000
5AE9725,13835798,02,13,NISS,MD,200 NORTHERN PARKWAY W/B,32,Fixed Speed Camera,$40.00,07/04/2012 11:04:00 AM,$40.00,,$40.00,$0.00,08/28/2012,05/07/2013 05:41:00 PM +0000
5AF1952,13821558,03,13,CADI,MD,4401 EDMONSON AVE E/B,32,Fixed Speed Camera,$40.00,07/04/2012 11:01:00 AM,$40.00,,$40.00,$0.00,09/18/2012,05/07/2013 05:41:00 PM +0000
5AF6409,13836077,03,13,LEXS,MD,5400 BLOCK OF WABASH AVE S/B,32,Fixed Speed Camera,$40.00,07/04/2012 12:25:00 PM,$40.00,,$40.00,$0.00,09/18/2012,05/07/2013 05:41:00 PM +0000
5AF6615,13849674,03,11,HOND,MD,1300 BLOCK OF W. COLDSPRING LA,32,Fixed Speed Camera,$40.00,07/04/2012 07:22:00 PM,$40.00,,$40.00,$0.00,09/18/2012,05/07/2013 05:41:00 PM +0000
5AF6675,13843545,03,13,SATU,MD,6000 BLOCK OF HILLEN RD S/B,32,Fixed Speed Camera,$40.00,07/04/2012 05:03:00 PM,$40.00,,$40.00,$0.00,08/28/2012,05/07/2013 05:41:00 PM +0000
5AF7750,13837315,04,13,ACUR,MD,2600 BLOCK OF GWYNNS FALLS PKW,32,Fixed Speed Camera,$40.00,07/04/2012 03:02:00 PM,$40.00,,$40.00,$0.00,09/18/2012,05/07/2013 05:41:00 PM +0000
5AF7922,13823323,04,13,HOND,MD,2600 BLOCK OF GWYNNS FALLS PKW,32,Fixed Speed Camera,$40.00,07/04/2012 12:08:00 PM,$40.00,,$40.00,$0.00,09/18/2012,05/07/2013 05:41:00 PM +0000
5AF9615,13818042,03,13,DODG,MD,582 MLK JR. BOULEVARD N/B,32,Fixed Speed Camera,$40.00,07/04/2012 08:43:00 AM,$40.00,,$40.00,$0.00,09/18/2012,05/07/2013 05:41:00 PM +0000
5AG0061,58064031,05,13,CHEV,MD,PULASKI EB @ NORTH POINT,30,Red Light Violation,$75.00,07/04/2012 04:14:00 PM,$75.00,,$75.00,$0.00,09/18/2012,05/07/2013 05:41:00 PM +0000
5AG1963,13817556,12,13,CHEV,MD,3700 PARK HEIGHTS AVE. N/B,32,Fixed Speed Camera,$40.00,07/04/2012 08:15:00 AM,$40.00,,$40.00,$0.00,09/18/2012,05/07/2013 05:41:00 PM +0000
5AG4590,13820840,05,13,DODG,MD,1300 BLOCK OF W. COLDSPRING LA,32,Fixed Speed Camera,$40.00,07/04/2012 10:34:00 AM,$40.00,,$40.00,$0.00,09/18/2012,05/07/2013 05:41:00 PM +0000
5AG8941,13844477,04,13,VOLK,MD,1400 MADISON ST W/B,32,Fixed Speed Camera,$40.00,07/04/2012 05:20:00 PM,$40.00,,$40.00,$0.00,08/28/2012,05/07/2013 05:41:00 PM +0000
5AH9136,13819487,06,13,TOYT,MD,300 MLK JR. BOULEVARD S/B,32,Fixed Speed Camera,$40.00,07/04/2012 09:41:00 AM,$40.00,,$40.00,$0.00,09/18/2012,05/07/2013 05:41:00 PM +0000
5AJ1637,13836564,07,13,LEXS,MD,5400 BLOCK OF WABASH AVE N/B,32,Fixed Speed Camera,$40.00,07/04/2012 02:38:00 PM,$40.00,,$40.00,$0.00,09/18/2012,05/07/2013 05:41:00 PM +0000
5AL5178,13819008,09,13,CHEV,MD,1400 MADISON ST W/B,32,Fixed Speed Camera,$40.00,07/04/2012 09:24:00 AM,$40.00,,$40.00,$0.00,09/18/2012,05/07/2013 05:41:00 PM +0000
5AM9181,13827738,12,13,HOND,MD,1101 CATON AVE N/B,32,Fixed Speed Camera,$40.00,07/04/2012 02:28:00 PM,$40.00,,$40.00,$0.00,08/28/2012,05/07/2013 05:41:00 PM +0000
5AP2082,13819842,03,14,CHEV,MD,1400 MADISON ST W/B,32,Fixed Speed Camera,$40.00,07/04/2012 09:58:00 AM,$40.00,,$40.00,$0.00,09/18/2012,05/07/2013 05:41:00 PM +0000
5AP2096,13818612,03,14,FORD,MD,2600 BLOCK OF GWYNNS FALLS PKW,32,Fixed Speed Camera,$40.00,07/04/2012 09:10:00 AM,$40.00,,$40.00,$0.00,08/28/2012,05/07/2013 05:41:00 PM +0000
5AP5560,13845946,03,14,MAZD,MD,2200 NORTHERN PARKWAY E/B,32,Fixed Speed Camera,$40.00,07/04/2012 05:52:00 PM,$40.00,,$40.00,$0.00,09/18/2012,05/07/2013 05:41:00 PM +0000
5AP6010,13821160,02,14,TOYT,MD,2800 BLOCK OF POTEE ST. S/B,32,Fixed Speed Camera,$40.00,07/04/2012 10:44:00 AM,$40.00,,$40.00,$0.00,08/28/2012,05/07/2013 05:41:00 PM +0000
5AP6514,13823968,04,14,VOLK,MD,2600 BLOCK OF GWYNNS FALLS PKW,32,Fixed Speed Camera,$40.00,07/04/2012 12:34:00 PM,$40.00,,$40.00,$0.00,09/18/2012,05/07/2013 05:41:00 PM +0000
5AP6530,13820808,06,14,DODG,MD,2600 BLOCK OF GWYNNS FALLS PKW,32,Fixed Speed Camera,$40.00,07/04/2012 10:33:00 AM,$40.00,,$40.00,$0.00,09/18/2012,05/07/2013 05:41:00 PM +0000
5AP7016,13841325,02,14,CHEV,MD,2600 BLOCK OF GWYNNS FALLS PKW,32,Fixed Speed Camera,$40.00,07/04/2012 04:22:00 PM,$40.00,,$40.00,$0.00,09/18/2012,05/07/2013 05:41:00 PM +0000
5AP7083,58063173,03,13,NISS,MD,REISTERSTOWN SB @ PATTERSON,30,Red Light Violation,$75.00,07/04/2012 02:25:00 PM,$75.00,,$75.00,$0.00,09/18/2012,05/07/2013 05:41:00 PM +0000
5AP7260,13838388,03,14,PLYM,MD,300 MLK JR. BOULEVARD S/B,32,Fixed Speed Camera,$40.00,07/04/2012 03:23:00 PM,$40.00,,$40.00,$0.00,09/18/2012,05/07/2013 05:41:00 PM +0000
5AR2438,13850284,04,14,MITS,MD,2800 BLOCK OF POTEE ST. S/B,32,Fixed Speed Camera,$40.00,07/04/2012 07:39:00 PM,$40.00,,$40.00,$0.00,09/18/2012,05/07/2013 05:41:00 PM +0000
5AR4455,13836218,04,14,NISS,MD,3800 BLOCK OF POTEE ST S/B,32,Fixed Speed Camera,$40.00,07/04/2012 01:09:00 PM,$40.00,,$40.00,$0.00,09/18/2012,05/07/2013 05:41:00 PM +0000
5AR5264,13843412,04,14,BMW,MD,1300 BLOCK OF W. COLDSPRING LA,32,Fixed Speed Camera,$40.00,07/04/2012 05:01:00 PM,$40.00,,$40.00,$0.00,09/18/2012,05/07/2013 05:41:00 PM +0000
5AR5364,13850029,05,13,ACUR,MD,1101 CATON AVE N/B,32,Fixed Speed Camera,$40.00,07/04/2012 07:31:00 PM,$40.00,,$40.00,$0.00,09/18/2012,05/07/2013 05:41:00 PM +0000
5AR5364,58065020,05,13,ACUR,MD,CATON NB @ BENSON,30,Red Light Violation,$75.00,07/04/2012 07:32:00 PM,$75.00,,$75.00,$0.00,09/18/2012,05/07/2013 05:41:00 PM +0000
5AR8414,13835046,03,14,MAZD,MD,5301 PARK HEIGHTS AVE S/B,32,Fixed Speed Camera,$40.00,07/04/2012 07:38:00 AM,$40.00,,$40.00,$0.00,09/18/2012,05/07/2013 05:41:00 PM +0000
5AS0436,13839964,05,14,FORD,MD,1200 BLOCK OF E NORTHERN PKWY,32,Fixed Speed Camera,$40.00,07/04/2012 03:55:00 PM,$40.00,,$40.00,$0.00,09/18/2012,05/07/2013 05:41:00 PM +0000
5AS7163,13818133,05,14,FORD,MD,300 MLK JR. BOULEVARD S/B,32,Fixed Speed Camera,$40.00,07/04/2012 08:49:00 AM,$40.00,,$40.00,$0.00,09/18/2012,05/07/2013 05:41:00 PM +0000
5AS7606,13815683,05,14,LEXU,MD,2200 COLD SPRING LANE E/B,32,Fixed Speed Camera,$40.00,07/04/2012 06:35:00 AM,$40.00,,$40.00,$0.00,09/18/2012,05/07/2013 05:41:00 PM +0000
5AS7696,13828223,07,14,CHRY,MD,2800 BLOCK OF POTEE ST. S/B,32,Fixed Speed Camera,$40.00,07/04/2012 02:41:00 PM,$40.00,,$40.00,$0.00,09/18/2012,05/07/2013 05:41:00 PM +0000
5AS7696,13879259,07,14,CHRY,MD,1400 MADISON ST W/B,32,Fixed Speed Camera,$40.00,07/04/2012 04:22:00 PM,$40.00,,$40.00,$0.00,09/18/2012,05/07/2013 05:41:00 PM +0000
5AT5231,13840061,,0,FORD,MD,5400 BLOCK OF WABASH AVE N/B,32,Fixed Speed Camera,$40.00,07/04/2012 03:57:00 PM,$40.00,,$40.00,$0.00,,05/07/2013 05:41:00 PM +0000
5AZM26,13848551,06,13,CADI,MD,5301 PARK HEIGHTS AVE S/B,32,Fixed Speed Camera,$40.00,07/04/2012 06:53:00 PM,$40.00,,$40.00,$0.00,09/18/2012,05/07/2013 05:41:00 PM +0000
5DHX62,58064593,09,12,TOYT,MD,NORTHERN WB @ GREENSPRING,30,Red Light Violation,$75.00,07/04/2012 06:00:00 PM,$75.00,,$75.00,$0.00,09/18/2012,05/07/2013 05:41:00 PM +0000
5DZC23,13816673,03,14,HOND,MD,7000 REISTERSTOWN RD. S/B,32,Fixed Speed Camera,$40.00,07/04/2012 07:28:00 AM,$40.00,,$40.00,$0.00,09/18/2012,05/07/2013 05:41:00 PM +0000
5EDS29,13822432,05,14,TOYO,MD,5400 BLOCK OF LOCH RAVEN BLVD,32,Fixed Speed Camera,$40.00,07/04/2012 11:37:00 AM,$40.00,,$40.00,$0.00,09/18/2012,05/07/2013 05:41:00 PM +0000
5EKG29,58064403,03,13,MERZ,MD,PERRING SB @ BELVEDERE,30,Red Light Violation,$75.00,07/04/2012 05:18:00 PM,$75.00,,$75.00,$0.00,09/18/2012,05/07/2013 05:41:00 PM +0000
5FMK27,13845987,11,13,FORD,MD,3053 LIBERTY HEIGHTS AVE E/B,32,Fixed Speed Camera,$40.00,07/04/2012 05:54:00 PM,$40.00,,$40.00,$0.00,09/18/2012,05/07/2013 05:41:00 PM +0000
64346Z,13818174,03,14,MERZ,MD,1098 CATON AVE S/B,32,Fixed Speed Camera,$40.00,07/04/2012 08:51:00 AM,$40.00,,$40.00,$0.00,09/18/2012,05/07/2013 05:41:00 PM +0000
64419CD,13825245,10,13,HOND,MD,1200 BLOCK OF E NORTHERN PKWY,32,Fixed Speed Camera,$40.00,07/04/2012 01:13:00 PM,$40.00,,$40.00,$0.00,08/28/2012,05/07/2013 05:41:00 PM +0000
64419CD,13910708,10,13,HOND,MD,2400 BLOCK OF NORTHERN PKWY E/,32,Fixed Speed Camera,$40.00,07/04/2012 01:17:00 PM,$40.00,,$40.00,$0.00,08/28/2012,05/07/2013 05:41:00 PM +0000
67387CC,13827852,11,12,HOND,MD,2600 BLOCK OF GWYNNS FALLS PKW,32,Fixed Speed Camera,$40.00,07/04/2012 02:30:00 PM,$40.00,,$40.00,$0.00,09/18/2012,05/07/2013 05:41:00 PM +0000
68265Z,13835905,05,14,OLDS,MD,100 NORTH AVE. W/B,32,Fixed Speed Camera,$40.00,07/04/2012 11:37:00 AM,$40.00,,$40.00,$0.00,09/18/2012,05/07/2013 05:41:00 PM +0000
699M801,13818984,04,14,JEEP,MD,2200 COLD SPRING LANE E/B,32,Fixed Speed Camera,$40.00,07/04/2012 09:24:00 AM,$40.00,,$40.00,$0.00,09/18/2012,05/07/2013 05:41:00 PM +0000
6AB6452,13816848,10,12,CHEV,MD,1200 BLOCK OF E NORTHERN PKWY,32,Fixed Speed Camera,$40.00,07/04/2012 07:39:00 AM,$40.00,,$40.00,$0.00,09/18/2012,05/07/2013 05:41:00 PM +0000
6AD3590,13817044,02,13,SAAB,MD,2600 BLOCK OF GWYNNS FALLS PKW,32,Fixed Speed Camera,$40.00,07/04/2012 07:51:00 AM,$40.00,,$40.00,$0.00,09/18/2012,05/07/2013 05:41:00 PM +0000
6AD5870,13816798,02,13,TOYT,MD,2800 BLOCK OF LOCH RAVEN BLVD,32,Fixed Speed Camera,$40.00,07/04/2012 07:37:00 AM,$40.00,,$40.00,$0.00,09/18/2012,05/07/2013 05:41:00 PM +0000
6AD8241,13838651,03,14,JEEP,MD,7000 REISTERSTOWN RD. S/B,32,Fixed Speed Camera,$40.00,07/04/2012 03:28:00 PM,$40.00,,$40.00,$0.00,09/18/2012,05/07/2013 05:41:00 PM +0000
6AE2253,13845474,01,13,FORD,MD,4453 SINCLAIR LANE E/B,32,Fixed Speed Camera,$40.00,07/04/2012 05:42:00 PM,$40.00,,$40.00,$0.00,09/18/2012,05/07/2013 05:41:00 PM +0000
6AF4881,13828306,04,13,TOYT,MD,1101 CATON AVE N/B,32,Fixed Speed Camera,$40.00,07/04/2012 02:43:00 PM,$40.00,,$40.00,$0.00,09/18/2012,05/07/2013 05:41:00 PM +0000
6AG4153,13838081,04,13,DODG,MD,2200 NORTHERN PARKWAY E/B,32,Fixed Speed Camera,$40.00,07/04/2012 03:16:00 PM,$40.00,,$40.00,$0.00,09/18/2012,05/07/2013 05:41:00 PM +0000
6AG7520,58065731,11,13,HOND,MD,LIBERTY WB @ HILLSDALE,30,Red Light Violation,$75.00,07/04/2012 10:56:00 PM,$75.00,,$75.00,$0.00,09/18/2012,05/07/2013 05:41:00 PM +0000
6AG7912,13840293,05,13,ACUR,MD,4453 SINCLAIR LANE E/B,32,Fixed Speed Camera,$40.00,07/04/2012 04:01:00 PM,$40.00,,$40.00,$0.00,09/18/2012,05/07/2013 05:41:00 PM +0000
6AH1604,13850839,05,13,OLDS,MD,2800 BLOCK OF LOCH RAVEN BLVD,32,Fixed Speed Camera,$40.00,07/04/2012 07:55:00 PM,$40.00,,$40.00,$0.00,09/18/2012,05/07/2013 05:41:00 PM +0000
6AH2032,13840491,06,13,JEEP,MD,4862 ERDMAN AVE W/B,32,Fixed Speed Camera,$40.00,07/04/2012 04:07:00 PM,$40.00,,$40.00,$0.00,09/18/2012,05/07/2013 05:41:00 PM +0000
6AH3268,13825310,05,13,PLYM,MD,2200 COLD SPRING LANE E/B,32,Fixed Speed Camera,$40.00,07/04/2012 01:14:00 PM,$40.00,,$40.00,$0.00,09/18/2012,05/07/2013 05:41:00 PM +0000
6AH5696,13824974,05,13,FORD,MD,4401 EDMONSON AVE E/B,32,Fixed Speed Camera,$40.00,07/04/2012 01:06:00 PM,$40.00,,$40.00,$0.00,09/18/2012,05/07/2013 05:41:00 PM +0000
6AK4062,13849971,08,13,HOND,MD,2600 BLOCK OF GWYNNS FALLS PKW,32,Fixed Speed Camera,$40.00,07/04/2012 07:29:00 PM,$40.00,,$40.00,$0.00,09/18/2012,05/07/2013 05:41:00 PM +0000
6AK5619,13835939,10,13,CHEV,MD,200 NORTHERN PARKWAY W/B,32,Fixed Speed Camera,$40.00,07/04/2012 11:52:00 AM,$40.00,,$40.00,$0.00,09/18/2012,05/07/2013 05:41:00 PM +0000
6AK5935,13879242,04,14,CADI,MD,5400 BLOCK OF WABASH AVE N/B,32,Fixed Speed Camera,$40.00,07/04/2012 12:19:00 PM,$40.00,,$40.00,$0.00,09/18/2012,05/07/2013 05:41:00 PM +0000
6AK6947,13845557,11,12,CHEV,MD,4332 EDMONSON AVE W/B,32,Fixed Speed Camera,$40.00,07/04/2012 05:44:00 PM,$40.00,,$40.00,$0.00,08/28/2012,05/07/2013 05:41:00 PM +0000
6AL3123,13838362,10,13,TOYT,MD,1400 MADISON ST W/B,32,Fixed Speed Camera,$40.00,07/04/2012 03:23:00 PM,$40.00,,$40.00,$0.00,08/28/2012,05/07/2013 05:41:00 PM +0000
6AN4027,13847355,03,14,LINC,MD,2600 BLOCK OF GWYNNS FALLS PKW,32,Fixed Speed Camera,$40.00,07/04/2012 06:29:00 PM,$40.00,,$40.00,$0.00,08/28/2012,05/07/2013 05:41:00 PM +0000
6AN6317,13845698,02,14,FORD,MD,1098 CATON AVE S/B,32,Fixed Speed Camera,$40.00,07/04/2012 05:47:00 PM,$40.00,,$40.00,$0.00,08/28/2012,05/07/2013 05:41:00 PM +0000
6AN6491,13848981,03,14,CADI,MD,1101 CATON AVE N/B,32,Fixed Speed Camera,$40.00,07/04/2012 07:03:00 PM,$40.00,,$40.00,$0.00,09/18/2012,05/07/2013 05:41:00 PM +0000
6AN6491,13849740,03,14,CADI,MD,1098 CATON AVE S/B,32,Fixed Speed Camera,$40.00,07/04/2012 07:24:00 PM,$40.00,,$40.00,$0.00,09/18/2012,05/07/2013 05:41:00 PM +0000
6AN6522,13849377,03,13,HOND,MD,2600 BLOCK OF GWYNNS FALLS PKW,32,Fixed Speed Camera,$40.00,07/04/2012 07:12:00 PM,$40.00,,$40.00,$0.00,09/18/2012,05/07/2013 05:41:00 PM +0000
6AN6652,13825864,04,13,SATU,MD,2800 BLOCK OF POTEE ST. S/B,32,Fixed Speed Camera,$40.00,07/04/2012 01:30:00 PM,$40.00,,$40.00,$0.00,09/18/2012,05/07/2013 05:41:00 PM +0000
6AP0715,13846431,03,14,FORD,MD,300 MLK JR. BOULEVARD S/B,32,Fixed Speed Camera,$40.00,07/04/2012 06:05:00 PM,$40.00,,$40.00,$0.00,09/18/2012,05/07/2013 05:41:00 PM +0000
6AP0763,13839170,03,14,HOND,MD,5400 BLOCK OF WABASH AVE N/B,32,Fixed Speed Camera,$40.00,07/04/2012 03:39:00 PM,$40.00,,$40.00,$0.00,09/18/2012,05/07/2013 05:41:00 PM +0000
6AP2013,13847991,02,14,MITS,MD,2785 HARFORD ROAD N/B,32,Fixed Speed Camera,$40.00,07/04/2012 06:42:00 PM,$40.00,,$40.00,$0.00,08/28/2012,05/07/2013 05:41:00 PM +0000
6AP2013,13849088,02,14,MITS,MD,6000 BLOCK OF HILLEN RD S/B,32,Fixed Speed Camera,$40.00,07/04/2012 07:06:00 PM,$40.00,,$40.00,$0.00,08/28/2012,05/07/2013 05:41:00 PM +0000
6AP3143,13822481,03,14,DODG,MD,5800 WALTHER AVE N/B,32,Fixed Speed Camera,$40.00,07/04/2012 11:39:00 AM,$40.00,,$40.00,$0.00,09/18/2012,05/07/2013 05:41:00 PM +0000
6AP3233,13821491,03,14,HOND,MD,2600 BLOCK OF GWYNNS FALLS PKW,32,Fixed Speed Camera,$40.00,07/04/2012 10:58:00 AM,$70.00,,$40.00,$0.00,09/18/2012,05/07/2013 05:41:00 PM +0000
6AP3509,13839543,04,12,BMW,MD,2800 BLOCK OF POTEE ST. S/B,32,Fixed Speed Camera,$40.00,07/04/2012 03:45:00 PM,$40.00,,$40.00,$0.00,09/18/2012,05/07/2013 05:41:00 PM +0000
6AP4545,13846514,03,14,LEXS,MD,2800 BLOCK OF POTEE ST. S/B,32,Fixed Speed Camera,$40.00,07/04/2012 06:08:00 PM,$40.00,,$40.00,$0.00,09/18/2012,05/07/2013 05:41:00 PM +0000
6AP5240,13826714,03,14,DODG,MD,6200 WALTHER AVE N/B,32,Fixed Speed Camera,$40.00,07/04/2012 01:54:00 PM,$40.00,,$40.00,$0.00,09/18/2012,05/07/2013 05:41:00 PM +0000
6AR0065,13840269,05,14,TOYT,MD,2800 BLOCK OF LOCH RAVEN BLVD,32,Fixed Speed Camera,$40.00,07/04/2012 04:00:00 PM,$40.00,,$40.00,$0.00,09/18/2012,05/07/2013 05:41:00 PM +0000
6AR0787,13910831,04,14,TOYT,MD,2785 HARFORD ROAD N/B,32,Fixed Speed Camera,$40.00,07/04/2012 05:12:00 PM,$40.00,,$40.00,$0.00,09/18/2012,05/07/2013 05:41:00 PM +0000
6AR0838,13817150,04,14,CHEV,MD,7000 REISTERSTOWN RD. S/B,32,Fixed Speed Camera,$40.00,07/04/2012 07:58:00 AM,$40.00,,$40.00,$0.00,09/18/2012,05/07/2013 05:41:00 PM +0000
6AR5086,13815311,04,13,PONT,MD,300 MLK JR. BOULEVARD S/B,32,Fixed Speed Camera,$40.00,07/04/2012 06:06:00 AM,$40.00,,$40.00,$0.00,09/18/2012,05/07/2013 05:41:00 PM +0000
6AS3798,58061342,07,12,INFI,MD,MLK SB @ PRATT,30,Red Light Violation,$75.00,07/04/2012 12:26:00 AM,$75.00,,$75.00,$0.00,09/18/2012,05/07/2013 05:41:00 PM +0000
